Wavelenth,Absorbance,Wavelength,Absorbance,Wavelength,Absorbance
[nm],[-],[nm],[-],[nm],[-]
Before Overcoating,Before Overcoating,After Overcoating,After Overcoating,5x Purification,5x Purification
725.6267,0.3191,725.6267,0.3736,725.6267,0.1094
725.8165,0.32,725.8165,0.3772,725.8165,0.1101
726.0064,0.3205,726.0064,0.3763,726.0064,0.1092
726.1962,0.3225,726.1962,0.3784,726.1962,0.1107
726.386,0.3234,726.386,0.3788,726.386,0.1108
726.5758,0.3224,726.5758,0.3806,726.5758,0.111
726.7656,0.3252,726.7656,0.3833,726.7656,0.1115
726.9554,0.3251,726.9554,0.3832,726.9554,0.1115
727.1451,0.326,727.1451,0.3837,727.1451,0.1107
727.3349,0.3264,727.3349,0.3874,727.3349,0.1114
727.5246,0.3294,727.5246,0.3865,727.5246,0.1127
727.7143,0.3307,727.7143,0.3878,727.7143,0.113
727.904,0.3316,727.904,0.3905,727.904,0.1136
728.0937,0.3311,728.0937,0.391,728.0937,0.1138
728.2834,0.3332,728.2834,0.3932,728.2834,0.1133
728.473,0.334,728.473,0.3954,728.473,0.1135
728.6626,0.3347,728.6626,0.3953,728.6626,0.1149
728.8523,0.3357,728.8523,0.3965,728.8523,0.1143
729.0419,0.3363,729.0419,0.3984,729.0419,0.1154
729.2315,0.3393,729.2315,0.4011,729.2315,0.116
729.4211,0.3396,729.4211,0.4013,729.4211,0.1163
729.6106,0.3397,729.6106,0.4027,729.6106,0.1168
729.8002,0.3403,729.8002,0.4038,729.8002,0.1161
729.9897,0.3413,729.9897,0.4048,729.9897,0.116
730.1792,0.3446,730.1792,0.4072,730.1792,0.1165
730.3687,0.3444,730.3687,0.4061,730.3687,0.1164
730.5582,0.3466,730.5582,0.4093,730.5582,0.1181
730.7477,0.3472,730.7477,0.4098,730.7477,0.1171
730.9372,0.3477,730.9372,0.4124,730.9372,0.118
731.1266,0.3486,731.1266,0.4128,731.1266,0.1184
731.316,0.349,731.316,0.4139,731.316,0.1195
731.5055,0.3515,731.5055,0.4151,731.5055,0.1191
731.6949,0.3513,731.6949,0.4166,731.6949,0.119
731.8843,0.352,731.8843,0.419,731.8843,0.12
732.0736,0.353,732.0736,0.4194,732.0736,0.1199
732.263,0.3539,732.263,0.4224,732.263,0.1196
732.4523,0.3544,732.4523,0.4219,732.4523,0.1195
732.6417,0.3559,732.6417,0.4239,732.6417,0.1208
732.831,0.3558,732.831,0.4259,732.831,0.1209
733.0203,0.358,733.0203,0.4257,733.0203,0.1216
733.2096,0.359,733.2096,0.4276,733.2096,0.122
733.3988,0.3605,733.3988,0.4288,733.3988,0.1218
733.5881,0.3619,733.5881,0.4317,733.5881,0.1228
733.7773,0.3615,733.7773,0.4325,733.7773,0.1223
733.9666,0.363,733.9666,0.4321,733.9666,0.1231
734.1558,0.3628,734.1558,0.4339,734.1558,0.1224
734.345,0.3658,734.345,0.4366,734.345,0.123
734.5342,0.3645,734.5342,0.4369,734.5342,0.1238
734.7233,0.3684,734.7233,0.4384,734.7233,0.1233
734.9125,0.3684,734.9125,0.4404,734.9125,0.1243
735.1016,0.3693,735.1016,0.4422,735.1016,0.1243
735.2907,0.3696,735.2907,0.4436,735.2907,0.1232
735.4799,0.3711,735.4799,0.4448,735.4799,0.1252
735.669,0.372,735.669,0.4466,735.669,0.1246
735.858,0.3737,735.858,0.4467,735.858,0.1253
736.0471,0.3729,736.0471,0.4491,736.0471,0.1258
736.2361,0.3751,736.2361,0.4499,736.2361,0.1272
736.4252,0.3752,736.4252,0.4511,736.4252,0.1272
736.6142,0.3763,736.6142,0.452,736.6142,0.1272
736.8032,0.3766,736.8032,0.4544,736.8032,0.1275
736.9922,0.3784,736.9922,0.4556,736.9922,0.1273
737.1812,0.3793,737.1812,0.4573,737.1812,0.1269
737.3701,0.3807,737.3701,0.4589,737.3701,0.1278
737.5591,0.3809,737.5591,0.4592,737.5591,0.1282
737.748,0.3821,737.748,0.4612,737.748,0.128
737.9369,0.3829,737.9369,0.4641,737.9369,0.1286
738.1258,0.3854,738.1258,0.4643,738.1258,0.1292
738.3147,0.3857,738.3147,0.465,738.3147,0.1294
738.5036,0.3856,738.5036,0.4677,738.5036,0.1302
738.6925,0.3877,738.6925,0.4676,738.6925,0.1295
738.8813,0.3868,738.8813,0.4698,738.8813,0.1295
739.0701,0.3874,739.0701,0.4714,739.0701,0.1303
739.2589,0.3892,739.2589,0.4721,739.2589,0.1311
739.4477,0.3911,739.4477,0.4737,739.4477,0.1305
739.6365,0.392,739.6365,0.4748,739.6365,0.1319
739.8253,0.393,739.8253,0.4774,739.8253,0.131
740.014,0.394,740.014,0.4782,740.014,0.1324
740.2028,0.3935,740.2028,0.4771,740.2028,0.1315
740.3915,0.3976,740.3915,0.4817,740.3915,0.1325
740.5802,0.3953,740.5802,0.4815,740.5802,0.133
740.7689,0.3974,740.7689,0.4839,740.7689,0.1331
740.9576,0.3997,740.9576,0.4843,740.9576,0.1339
741.1463,0.399,741.1463,0.4873,741.1463,0.1336
741.3349,0.4002,741.3349,0.4863,741.3349,0.1337
741.5235,0.4002,741.5235,0.4887,741.5235,0.134
741.7122,0.4016,741.7122,0.4905,741.7122,0.1351
741.9008,0.4033,741.9008,0.4925,741.9008,0.1349
742.0894,0.4045,742.0894,0.4923,742.0894,0.1356
742.2779,0.4052,742.2779,0.4948,742.2779,0.1351
742.4665,0.4055,742.4665,0.4958,742.4665,0.135
742.655,0.407,742.655,0.4999,742.655,0.137
742.8436,0.4059,742.8436,0.499,742.8436,0.1357
743.0321,0.4069,743.0321,0.499,743.0321,0.136
743.2206,0.409,743.2206,0.5014,743.2206,0.1377
743.4091,0.4109,743.4091,0.5017,743.4091,0.1363
743.5976,0.4105,743.5976,0.5027,743.5976,0.1369
743.786,0.4117,743.786,0.5057,743.786,0.137
743.9745,0.4124,743.9745,0.5071,743.9745,0.1375
744.1629,0.4134,744.1629,0.5072,744.1629,0.1372
744.3513,0.4145,744.3513,0.5096,744.3513,0.1374
744.5397,0.4145,744.5397,0.5106,744.5397,0.1395
744.7281,0.4164,744.7281,0.5136,744.7281,0.1392
744.9164,0.416,744.9164,0.5142,744.9164,0.1385
745.1048,0.4182,745.1048,0.5152,745.1048,0.1386
745.2931,0.4161,745.2931,0.5155,745.2931,0.1404
745.4815,0.4188,745.4815,0.5163,745.4815,0.1402
745.6698,0.4205,745.6698,0.519,745.6698,0.1394
745.8581,0.4196,745.8581,0.5201,745.8581,0.14
746.0463,0.4214,746.0463,0.5221,746.0463,0.1413
746.2346,0.4225,746.2346,0.5243,746.2346,0.1406
746.4229,0.4247,746.4229,0.522,746.4229,0.1406
746.6111,0.4245,746.6111,0.5256,746.6111,0.1413
746.7993,0.4248,746.7993,0.5275,746.7993,0.1415
746.9875,0.424,746.9875,0.527,746.9875,0.1417
747.1757,0.4267,747.1757,0.5291,747.1757,0.1413
747.3639,0.4277,747.3639,0.5315,747.3639,0.1422
747.552,0.4281,747.552,0.5304,747.552,0.1426
747.7402,0.4268,747.7402,0.5342,747.7402,0.143
747.9283,0.4285,747.9283,0.5353,747.9283,0.1429
748.1164,0.4291,748.1164,0.5364,748.1164,0.143
748.3045,0.4308,748.3045,0.5386,748.3045,0.142
748.4926,0.4311,748.4926,0.5393,748.4926,0.1433
748.6807,0.4321,748.6807,0.5386,748.6807,0.1452
748.8687,0.4336,748.8687,0.5406,748.8687,0.1442
749.0568,0.4344,749.0568,0.5429,749.0568,0.1441
749.2448,0.4331,749.2448,0.5423,749.2448,0.1457
749.4328,0.4356,749.4328,0.5445,749.4328,0.1444
749.6208,0.4358,749.6208,0.545,749.6208,0.1446
749.8088,0.4363,749.8088,0.5447,749.8088,0.145
749.9967,0.4365,749.9967,0.5493,749.9967,0.1452
750.1847,0.437,750.1847,0.5493,750.1847,0.1462
750.3726,0.4392,750.3726,0.5506,750.3726,0.145
750.5606,0.4385,750.5606,0.5517,750.5606,0.1462
750.7485,0.4407,750.7485,0.5533,750.7485,0.1452
750.9363,0.4415,750.9363,0.5539,750.9363,0.1457
751.1242,0.4406,751.1242,0.5572,751.1242,0.1468
751.3121,0.4418,751.3121,0.5574,751.3121,0.147
751.4999,0.4419,751.4999,0.5581,751.4999,0.147
751.6878,0.4431,751.6878,0.5604,751.6878,0.1477
751.8756,0.4439,751.8756,0.5603,751.8756,0.148
752.0634,0.4451,752.0634,0.5624,752.0634,0.1477
752.2512,0.445,752.2512,0.5637,752.2512,0.148
752.4389,0.4466,752.4389,0.5649,752.4389,0.1485
752.6267,0.4461,752.6267,0.5658,752.6267,0.1493
752.8144,0.4459,752.8144,0.5644,752.8144,0.1481
753.0022,0.4467,753.0022,0.569,753.0022,0.1475
753.1899,0.4486,753.1899,0.5686,753.1899,0.1497
753.3776,0.4498,753.3776,0.5714,753.3776,0.1494
753.5652,0.4499,753.5652,0.5734,753.5652,0.1493
753.7529,0.4509,753.7529,0.5709,753.7529,0.1502
753.9406,0.451,753.9406,0.5743,753.9406,0.1507
754.1282,0.4515,754.1282,0.5749,754.1282,0.1507
754.3158,0.4517,754.3158,0.5763,754.3158,0.1507
754.5034,0.4528,754.5034,0.5761,754.5034,0.1503
754.691,0.4532,754.691,0.5783,754.691,0.1518
754.8786,0.4533,754.8786,0.5801,754.8786,0.1498
755.0661,0.4544,755.0661,0.5816,755.0661,0.1509
755.2537,0.4547,755.2537,0.5818,755.2537,0.1518
755.4412,0.4559,755.4412,0.5835,755.4412,0.1523
755.6287,0.456,755.6287,0.584,755.6287,0.1511
755.8162,0.4565,755.8162,0.5851,755.8162,0.151
756.0037,0.4567,756.0037,0.5849,756.0037,0.1523
756.1912,0.4579,756.1912,0.5896,756.1912,0.1522
756.3786,0.4555,756.3786,0.5888,756.3786,0.1525
756.5661,0.459,756.5661,0.5898,756.5661,0.1524
756.7535,0.46,756.7535,0.5894,756.7535,0.1524
756.9409,0.4592,756.9409,0.5918,756.9409,0.1534
757.1283,0.4609,757.1283,0.5932,757.1283,0.1527
757.3157,0.4619,757.3157,0.5951,757.3157,0.1526
757.5031,0.4616,757.5031,0.5947,757.5031,0.1537
757.6904,0.4618,757.6904,0.5974,757.6904,0.1529
757.8777,0.4624,757.8777,0.5972,757.8777,0.1533
758.0651,0.463,758.0651,0.5973,758.0651,0.1541
758.2524,0.4628,758.2524,0.5982,758.2524,0.1544
758.4397,0.4621,758.4397,0.5992,758.4397,0.1546
758.6269,0.4638,758.6269,0.6009,758.6269,0.1547
758.8142,0.4653,758.8142,0.6019,758.8142,0.1541
759.0014,0.4651,759.0014,0.6026,759.0014,0.155
759.1887,0.4635,759.1887,0.6019,759.1887,0.1546
759.3759,0.466,759.3759,0.6046,759.3759,0.1564
759.5631,0.4671,759.5631,0.6067,759.5631,0.155
759.7503,0.4667,759.7503,0.6079,759.7503,0.1545
759.9374,0.4676,759.9374,0.6065,759.9374,0.1563
760.1246,0.4669,760.1246,0.61,760.1246,0.1554
760.3117,0.4677,760.3117,0.6104,760.3117,0.1567
760.4989,0.4689,760.4989,0.61,760.4989,0.1566
760.686,0.4685,760.686,0.6132,760.686,0.1546
760.8731,0.4683,760.8731,0.6114,760.8731,0.1558
761.0601,0.4697,761.0601,0.6134,761.0601,0.1578
761.2472,0.4693,761.2472,0.6148,761.2472,0.1565
761.4342,0.4701,761.4342,0.6153,761.4342,0.1568
761.6213,0.4687,761.6213,0.6181,761.6213,0.1573
761.8083,0.4713,761.8083,0.6165,761.8083,0.157
761.9953,0.4711,761.9953,0.6174,761.9953,0.1572
762.1823,0.4733,762.1823,0.619,762.1823,0.1577
762.3693,0.4724,762.3693,0.6207,762.3693,0.1583
762.5562,0.4725,762.5562,0.6229,762.5562,0.1576
762.7432,0.4729,762.7432,0.6221,762.7432,0.1578
762.9301,0.4723,762.9301,0.623,762.9301,0.1581
763.117,0.4736,763.117,0.6247,763.117,0.1588
763.3039,0.474,763.3039,0.6276,763.3039,0.1586
763.4908,0.4737,763.4908,0.6259,763.4908,0.1583
763.6776,0.4736,763.6776,0.6259,763.6776,0.1597
763.8645,0.4734,763.8645,0.6261,763.8645,0.1603
764.0513,0.4761,764.0513,0.6286,764.0513,0.159
764.2382,0.4741,764.2382,0.6287,764.2382,0.1597
764.425,0.4763,764.425,0.6297,764.425,0.1599
764.6118,0.4747,764.6118,0.6309,764.6118,0.1596
764.7985,0.4763,764.7985,0.6316,764.7985,0.1593
764.9853,0.4743,764.9853,0.633,764.9853,0.1594
765.172,0.4767,765.172,0.6335,765.172,0.1591
765.3588,0.4757,765.3588,0.6321,765.3588,0.1588
765.5455,0.4769,765.5455,0.6337,765.5455,0.1607
765.7322,0.4771,765.7322,0.6345,765.7322,0.1595
765.9189,0.4782,765.9189,0.6351,765.9189,0.1607
766.1055,0.4774,766.1055,0.6366,766.1055,0.1595
766.2922,0.476,766.2922,0.6373,766.2922,0.1599
766.4788,0.4777,766.4788,0.6394,766.4788,0.1612
766.6655,0.4785,766.6655,0.6384,766.6655,0.1609
766.8521,0.4775,766.8521,0.6381,766.8521,0.1607
767.0387,0.4772,767.0387,0.6404,767.0387,0.1621
767.2252,0.4778,767.2252,0.6422,767.2252,0.1613
767.4118,0.4791,767.4118,0.6403,767.4118,0.1608
767.5983,0.4793,767.5983,0.6395,767.5983,0.1619
767.7849,0.4776,767.7849,0.6434,767.7849,0.1605
767.9714,0.4785,767.9714,0.6421,767.9714,0.1617
768.1579,0.4766,768.1579,0.6417,768.1579,0.161
768.3444,0.4792,768.3444,0.6442,768.3444,0.1613
768.5309,0.4805,768.5309,0.6454,768.5309,0.1613
768.7173,0.4794,768.7173,0.6465,768.7173,0.1629
768.9038,0.4783,768.9038,0.6468,768.9038,0.161
769.0902,0.4784,769.0902,0.6472,769.0902,0.1603
769.2766,0.4805,769.2766,0.6486,769.2766,0.1635
769.463,0.4783,769.463,0.6497,769.463,0.1635
769.6494,0.4796,769.6494,0.6502,769.6494,0.1619
769.8357,0.4807,769.8357,0.6513,769.8357,0.1626
770.0221,0.4798,770.0221,0.6502,770.0221,0.1631
770.2084,0.4794,770.2084,0.6503,770.2084,0.1619
770.3947,0.4809,770.3947,0.6501,770.3947,0.1639
770.581,0.4802,770.581,0.6532,770.581,0.1635
770.7673,0.4798,770.7673,0.6522,770.7673,0.1618
770.9536,0.4813,770.9536,0.6531,770.9536,0.163
771.1399,0.4803,771.1399,0.6548,771.1399,0.1613
771.3261,0.4804,771.3261,0.6537,771.3261,0.163
771.5123,0.4808,771.5123,0.6538,771.5123,0.1644
771.6986,0.4804,771.6986,0.6579,771.6986,0.1631
771.8848,0.48,771.8848,0.657,771.8848,0.1637
772.0709,0.4816,772.0709,0.6572,772.0709,0.1629
772.2571,0.4791,772.2571,0.6587,772.2571,0.1647
772.4433,0.4806,772.4433,0.6576,772.4433,0.1622
772.6294,0.4809,772.6294,0.6572,772.6294,0.1636
772.8155,0.4801,772.8155,0.6593,772.8155,0.1627
773.0016,0.4804,773.0016,0.659,773.0016,0.1637
773.1877,0.4813,773.1877,0.6586,773.1877,0.1634
773.3738,0.4809,773.3738,0.658,773.3738,0.1631
773.5599,0.4788,773.5599,0.6597,773.5599,0.1618
773.7459,0.4793,773.7459,0.6611,773.7459,0.1638
773.9319,0.4801,773.9319,0.662,773.9319,0.1635
774.1179,0.4808,774.1179,0.6643,774.1179,0.1639
774.3039,0.4798,774.3039,0.662,774.3039,0.1637
774.4899,0.4789,774.4899,0.6623,774.4899,0.1625
774.6759,0.48,774.6759,0.6632,774.6759,0.1648
774.8619,0.481,774.8619,0.6635,774.8619,0.1656
775.0478,0.4785,775.0478,0.6631,775.0478,0.1635
775.2337,0.4794,775.2337,0.6643,775.2337,0.1636
775.4196,0.4784,775.4196,0.6644,775.4196,0.1633
775.6055,0.4783,775.6055,0.6628,775.6055,0.1639
775.7914,0.4794,775.7914,0.6628,775.7914,0.1641
775.9773,0.4786,775.9773,0.6679,775.9773,0.1649
776.1631,0.4795,776.1631,0.666,776.1631,0.1637
776.3489,0.4793,776.3489,0.6642,776.3489,0.1629
776.5347,0.4783,776.5347,0.6662,776.5347,0.1653
776.7206,0.4786,776.7206,0.6679,776.7206,0.1641
776.9063,0.4767,776.9063,0.6674,776.9063,0.1647
777.0921,0.4784,777.0921,0.6667,777.0921,0.1637
777.2779,0.4783,777.2779,0.6678,777.2779,0.1647
777.4636,0.4775,777.4636,0.6675,777.4636,0.1648
777.6493,0.4784,777.6493,0.6668,777.6493,0.1649
777.835,0.4779,777.835,0.6668,777.835,0.1644
778.0207,0.4773,778.0207,0.6679,778.0207,0.1644
778.2064,0.4761,778.2064,0.667,778.2064,0.1645
778.3921,0.4754,778.3921,0.67,778.3921,0.1642
778.5777,0.4747,778.5777,0.6681,778.5777,0.165
778.7633,0.4771,778.7633,0.669,778.7633,0.165
778.949,0.4757,778.949,0.6667,778.949,0.1645
779.1346,0.4756,779.1346,0.6693,779.1346,0.165
779.3202,0.4745,779.3202,0.6693,779.3202,0.1635
779.5057,0.4757,779.5057,0.6701,779.5057,0.1643
779.6913,0.4754,779.6913,0.6699,779.6913,0.1642
779.8768,0.4743,779.8768,0.6696,779.8768,0.1646
780.0623,0.4734,780.0623,0.6698,780.0623,0.1651
780.2479,0.4733,780.2479,0.6713,780.2479,0.1659
780.4333,0.4742,780.4333,0.6692,780.4333,0.1643
780.6188,0.4728,780.6188,0.671,780.6188,0.164
780.8043,0.4749,780.8043,0.6713,780.8043,0.164
780.9897,0.4729,780.9897,0.669,780.9897,0.1646
781.1752,0.4737,781.1752,0.6724,781.1752,0.1645
781.3606,0.473,781.3606,0.6736,781.3606,0.166
781.546,0.4732,781.546,0.671,781.546,0.1657
781.7314,0.473,781.7314,0.6711,781.7314,0.1647
781.9167,0.4725,781.9167,0.6715,781.9167,0.1632
782.1021,0.4719,782.1021,0.6716,782.1021,0.1646
782.2874,0.4717,782.2874,0.6698,782.2874,0.165
782.4728,0.4729,782.4728,0.6726,782.4728,0.1637
782.6581,0.4718,782.6581,0.6719,782.6581,0.164
782.8434,0.4711,782.8434,0.6696,782.8434,0.1644
783.0287,0.4703,783.0287,0.6716,783.0287,0.1644
783.2139,0.4698,783.2139,0.6705,783.2139,0.1651
783.3992,0.4692,783.3992,0.6713,783.3992,0.1648
783.5844,0.4684,783.5844,0.6722,783.5844,0.1633
783.7696,0.4687,783.7696,0.6687,783.7696,0.1641
783.9548,0.4685,783.9548,0.672,783.9548,0.1641
784.14,0.4695,784.14,0.6712,784.14,0.1658
784.3252,0.4681,784.3252,0.6697,784.3252,0.1635
784.5103,0.4677,784.5103,0.6731,784.5103,0.1626
784.6955,0.4687,784.6955,0.6714,784.6955,0.1653
784.8806,0.4677,784.8806,0.6703,784.8806,0.1645
785.0657,0.467,785.0657,0.669,785.0657,0.164
785.2508,0.4658,785.2508,0.6724,785.2508,0.1644
785.4359,0.4671,785.4359,0.6711,785.4359,0.1646
785.6209,0.4658,785.6209,0.6708,785.6209,0.1642
785.806,0.4653,785.806,0.6704,785.806,0.1636
785.991,0.4654,785.991,0.6734,785.991,0.1631
786.176,0.4641,786.176,0.6695,786.176,0.1635
786.361,0.4639,786.361,0.6686,786.361,0.1641
786.546,0.4635,786.546,0.671,786.546,0.1642
786.731,0.4617,786.731,0.672,786.731,0.1643
786.9159,0.4618,786.9159,0.67,786.9159,0.1647
787.1009,0.4643,787.1009,0.6694,787.1009,0.1627
787.2858,0.4624,787.2858,0.6698,787.2858,0.1643
787.4707,0.4619,787.4707,0.6696,787.4707,0.1639
787.6556,0.4611,787.6556,0.6695,787.6556,0.1646
787.8405,0.4598,787.8405,0.6702,787.8405,0.1628
788.0253,0.4611,788.0253,0.6689,788.0253,0.1626
788.2102,0.4618,788.2102,0.6725,788.2102,0.1647
788.395,0.4594,788.395,0.6691,788.395,0.1655
788.5798,0.4587,788.5798,0.6688,788.5798,0.1635
788.7646,0.4579,788.7646,0.6698,788.7646,0.1618
788.9494,0.4586,788.9494,0.6686,788.9494,0.1629
789.1342,0.4592,789.1342,0.6685,789.1342,0.1635
789.3189,0.4576,789.3189,0.6674,789.3189,0.1623
789.5037,0.4577,789.5037,0.6645,789.5037,0.1629
789.6884,0.4563,789.6884,0.6664,789.6884,0.1632
789.8731,0.4562,789.8731,0.6663,789.8731,0.1632
790.0578,0.4555,790.0578,0.6653,790.0578,0.1636
790.2425,0.456,790.2425,0.6687,790.2425,0.1638
790.4271,0.4535,790.4271,0.6666,790.4271,0.1627
790.6118,0.4527,790.6118,0.6642,790.6118,0.1622
790.7964,0.4534,790.7964,0.667,790.7964,0.1622
790.981,0.454,790.981,0.6647,790.981,0.1637
791.1656,0.4536,791.1656,0.665,791.1656,0.1626
791.3502,0.4532,791.3502,0.6652,791.3502,0.1632
791.5348,0.4522,791.5348,0.6677,791.5348,0.1628
791.7193,0.4506,791.7193,0.6636,791.7193,0.1628
791.9039,0.4502,791.9039,0.6626,791.9039,0.1614
792.0884,0.4495,792.0884,0.6604,792.0884,0.1613
792.2729,0.451,792.2729,0.6639,792.2729,0.1627
792.4574,0.4471,792.4574,0.6614,792.4574,0.1626
792.6419,0.449,792.6419,0.6623,792.6419,0.1623
792.8263,0.4461,792.8263,0.6626,792.8263,0.1614
793.0108,0.4484,793.0108,0.6625,793.0108,0.1611
793.1952,0.4481,793.1952,0.6612,793.1952,0.1627
793.3796,0.4472,793.3796,0.6613,793.3796,0.1609
793.564,0.4457,793.564,0.6593,793.564,0.1618
793.7484,0.4465,793.7484,0.6586,793.7484,0.1609
793.9327,0.4432,793.9327,0.6591,793.9327,0.1612
794.1171,0.4456,794.1171,0.6618,794.1171,0.161
794.3014,0.4443,794.3014,0.6576,794.3014,0.1615
794.4858,0.4435,794.4858,0.6599,794.4858,0.161
794.6701,0.4413,794.6701,0.6584,794.6701,0.1613
794.8543,0.4425,794.8543,0.6575,794.8543,0.1604
795.0386,0.4407,795.0386,0.6567,795.0386,0.1597
795.2229,0.4398,795.2229,0.6569,795.2229,0.1605
795.4071,0.4409,795.4071,0.6565,795.4071,0.16
795.5913,0.4378,795.5913,0.6569,795.5913,0.1601
795.7755,0.4379,795.7755,0.6566,795.7755,0.1616
795.9597,0.4401,795.9597,0.653,795.9597,0.1589
796.1439,0.4387,796.1439,0.6548,796.1439,0.1591
796.3281,0.4374,796.3281,0.6552,796.3281,0.1593
796.5122,0.4356,796.5122,0.6523,796.5122,0.1593
796.6964,0.4361,796.6964,0.6534,796.6964,0.1584
796.8805,0.4356,796.8805,0.6539,796.8805,0.1594
797.0646,0.4352,797.0646,0.6527,797.0646,0.1584
797.2487,0.4341,797.2487,0.6501,797.2487,0.1596
797.4327,0.4335,797.4327,0.6473,797.4327,0.1587
797.6168,0.4336,797.6168,0.6502,797.6168,0.1586
797.8008,0.4337,797.8008,0.6499,797.8008,0.1595
797.9849,0.4331,797.9849,0.648,797.9849,0.1587
798.1689,0.4296,798.1689,0.6483,798.1689,0.1593
798.3529,0.4328,798.3529,0.648,798.3529,0.1572
798.5368,0.429,798.5368,0.6472,798.5368,0.1571
798.7208,0.43,798.7208,0.6458,798.7208,0.1573
798.9047,0.4288,798.9047,0.6458,798.9047,0.1572
799.0887,0.428,799.0887,0.6475,799.0887,0.1572
799.2726,0.4268,799.2726,0.6446,799.2726,0.1568
799.4565,0.4278,799.4565,0.6442,799.4565,0.1564
799.6404,0.4278,799.6404,0.6447,799.6404,0.1573
799.8242,0.4255,799.8242,0.6457,799.8242,0.1572
800.0081,0.4237,800.0081,0.6426,800.0081,0.1567
800.1919,0.4249,800.1919,0.6417,800.1919,0.1566
800.3757,0.4241,800.3757,0.6423,800.3757,0.1561
800.5595,0.4233,800.5595,0.639,800.5595,0.1554
800.7433,0.4216,800.7433,0.6399,800.7433,0.1568
800.9271,0.4232,800.9271,0.6399,800.9271,0.1563
801.1109,0.4195,801.1109,0.6381,801.1109,0.1565
801.2946,0.4214,801.2946,0.6352,801.2946,0.1556
801.4783,0.4198,801.4783,0.6355,801.4783,0.1568
801.662,0.419,801.662,0.6384,801.662,0.156
801.8457,0.4194,801.8457,0.6355,801.8457,0.155
802.0294,0.418,802.0294,0.6365,802.0294,0.1554
802.2131,0.4173,802.2131,0.6344,802.2131,0.155
802.3967,0.4181,802.3967,0.633,802.3967,0.1567
802.5804,0.4157,802.5804,0.6347,802.5804,0.1544
802.764,0.4168,802.764,0.6321,802.764,0.155
802.9476,0.4145,802.9476,0.6317,802.9476,0.1542
803.1312,0.4158,803.1312,0.6316,803.1312,0.155
803.3147,0.412,803.3147,0.6313,803.3147,0.1548
803.4983,0.4122,803.4983,0.6296,803.4983,0.1537
803.6818,0.4128,803.6818,0.629,803.6818,0.1542
803.8653,0.4115,803.8653,0.6282,803.8653,0.1545
804.0488,0.4111,804.0488,0.6276,804.0488,0.1534
804.2323,0.4116,804.2323,0.6282,804.2323,0.1527
804.4158,0.4107,804.4158,0.6268,804.4158,0.1538
804.5993,0.409,804.5993,0.627,804.5993,0.1526
804.7827,0.4084,804.7827,0.6257,804.7827,0.1535
804.9661,0.4073,804.9661,0.6245,804.9661,0.1526
805.1496,0.4072,805.1496,0.6241,805.1496,0.1532
805.333,0.4061,805.333,0.6235,805.333,0.1523
805.5163,0.4067,805.5163,0.6235,805.5163,0.1524
805.6997,0.405,805.6997,0.6208,805.6997,0.1523
805.883,0.4052,805.883,0.6206,805.883,0.1519
806.0664,0.4054,806.0664,0.621,806.0664,0.1517
806.2497,0.4044,806.2497,0.6191,806.2497,0.1522
806.433,0.4034,806.433,0.6177,806.433,0.1522
806.6163,0.4029,806.6163,0.6181,806.6163,0.1512
806.7996,0.4016,806.7996,0.6167,806.7996,0.1513
806.9828,0.4013,806.9828,0.6179,806.9828,0.1516
807.1661,0.4017,807.1661,0.6156,807.1661,0.1521
807.3493,0.3982,807.3493,0.6142,807.3493,0.1509
807.5325,0.4002,807.5325,0.6141,807.5325,0.151
807.7157,0.3983,807.7157,0.6131,807.7157,0.1506
807.8989,0.3988,807.8989,0.6105,807.8989,0.1503
808.082,0.3982,808.082,0.6106,808.082,0.1498
808.2652,0.396,808.2652,0.6117,808.2652,0.1492
808.4483,0.3961,808.4483,0.6122,808.4483,0.1499
808.6314,0.3954,808.6314,0.6096,808.6314,0.1504
808.8145,0.3946,808.8145,0.6084,808.8145,0.1502
808.9976,0.3943,808.9976,0.6089,808.9976,0.1501
809.1807,0.3931,809.1807,0.609,809.1807,0.1497
809.3637,0.3941,809.3637,0.6062,809.3637,0.1488
809.5467,0.3923,809.5467,0.6071,809.5467,0.1493
809.7298,0.3901,809.7298,0.6036,809.7298,0.149
809.9128,0.3904,809.9128,0.6033,809.9128,0.149
810.0957,0.3907,810.0957,0.6023,810.0957,0.1473
810.2787,0.3903,810.2787,0.601,810.2787,0.148
810.4617,0.3886,810.4617,0.6005,810.4617,0.1476
810.6446,0.3875,810.6446,0.6003,810.6446,0.1479
810.8275,0.3881,810.8275,0.6015,810.8275,0.1496
811.0105,0.3886,811.0105,0.6002,811.0105,0.1473
811.1933,0.3853,811.1933,0.5973,811.1933,0.1484
811.3762,0.3856,811.3762,0.596,811.3762,0.148
811.5591,0.3858,811.5591,0.5979,811.5591,0.1474
811.7419,0.3865,811.7419,0.5966,811.7419,0.1474
811.9248,0.3838,811.9248,0.595,811.9248,0.1462
812.1076,0.3823,812.1076,0.5958,812.1076,0.1472
812.2904,0.3812,812.2904,0.5931,812.2904,0.1462
812.4732,0.3824,812.4732,0.5924,812.4732,0.1459
812.6559,0.381,812.6559,0.5928,812.6559,0.1462
812.8387,0.3791,812.8387,0.5924,812.8387,0.1467
813.0214,0.3814,813.0214,0.5903,813.0214,0.1456
813.2041,0.379,813.2041,0.59,813.2041,0.1459
813.3868,0.3771,813.3868,0.5871,813.3868,0.145
