Wavelength,Absorbance,Wavelength,Absorabnce,Wavelength,Absorbance
[nm],[-],[nm],[-],[nm],[-]
Before Reaction,Before Reaction,After Reaction,After Reaction,4x Pur,4x Pur
726.1962,1.4986,726.1962,1.284,726.1962,0.4089
726.386,1.4998,726.386,1.2812,726.386,0.4102
726.5758,1.4955,726.5758,1.2901,726.5758,0.4095
726.7656,1.5038,726.7656,1.2972,726.7656,0.4102
726.9554,1.5017,726.9554,1.2966,726.9554,0.4132
727.1451,1.4996,727.1451,1.303,727.1451,0.4126
727.3349,1.5097,727.3349,1.2988,727.3349,0.4114
727.5246,1.5048,727.5246,1.2984,727.5246,0.4119
727.7143,1.4868,727.7143,1.3127,727.7143,0.4119
727.904,1.5041,727.904,1.3122,727.904,0.4132
728.0937,1.505,728.0937,1.3138,728.0937,0.4148
728.2834,1.5102,728.2834,1.321,728.2834,0.4128
728.473,1.5135,728.473,1.3228,728.473,0.4134
728.6626,1.5079,728.6626,1.3227,728.6626,0.4159
728.8523,1.5148,728.8523,1.3239,728.8523,0.4166
729.0419,1.5071,729.0419,1.3331,729.0419,0.4149
729.2315,1.5199,729.2315,1.3317,729.2315,0.4171
729.4211,1.5176,729.4211,1.3337,729.4211,0.4183
729.6106,1.5118,729.6106,1.3342,729.6106,0.4162
729.8002,1.5149,729.8002,1.3409,729.8002,0.4176
729.9897,1.5113,729.9897,1.3429,729.9897,0.4165
730.1792,1.5229,730.1792,1.3478,730.1792,0.4183
730.3687,1.5135,730.3687,1.3485,730.3687,0.4197
730.5582,1.5217,730.5582,1.3499,730.5582,0.4187
730.7477,1.5221,730.7477,1.3565,730.7477,0.419
730.9372,1.5157,730.9372,1.3575,730.9372,0.4182
731.1266,1.5263,731.1266,1.3592,731.1266,0.4207
731.316,1.5219,731.316,1.3616,731.316,0.4201
731.5055,1.5232,731.5055,1.3667,731.5055,0.4201
731.6949,1.5355,731.6949,1.3669,731.6949,0.4209
731.8843,1.5229,731.8843,1.3724,731.8843,0.4217
732.0736,1.523,732.0736,1.3711,732.0736,0.4214
732.263,1.5256,732.263,1.371,732.263,0.4229
732.4523,1.5222,732.4523,1.3734,732.4523,0.4212
732.6417,1.5183,732.6417,1.3735,732.6417,0.4232
732.831,1.5242,732.831,1.3745,732.831,0.4235
733.0203,1.5327,733.0203,1.387,733.0203,0.4238
733.2096,1.5219,733.2096,1.383,733.2096,0.4237
733.3988,1.5279,733.3988,1.3856,733.3988,0.4251
733.5881,1.5287,733.5881,1.3825,733.5881,0.4261
733.7773,1.5311,733.7773,1.3895,733.7773,0.4253
733.9666,1.522,733.9666,1.3902,733.9666,0.4232
734.1558,1.5271,734.1558,1.3938,734.1558,0.4264
734.345,1.5336,734.345,1.3951,734.345,0.4269
734.5342,1.5198,734.5342,1.3964,734.5342,0.426
734.7233,1.5252,734.7233,1.4003,734.7233,0.427
734.9125,1.5207,734.9125,1.3982,734.9125,0.4272
735.1016,1.526,735.1016,1.4058,735.1016,0.4276
735.2907,1.5246,735.2907,1.4131,735.2907,0.428
735.4799,1.5267,735.4799,1.4085,735.4799,0.4279
735.669,1.5254,735.669,1.4071,735.669,0.429
735.858,1.5348,735.858,1.4116,735.858,0.4297
736.0471,1.5217,736.0471,1.4123,736.0471,0.4289
736.2361,1.5245,736.2361,1.4096,736.2361,0.4314
736.4252,1.5382,736.4252,1.4164,736.4252,0.4285
736.6142,1.5183,736.6142,1.4173,736.6142,0.4307
736.8032,1.5279,736.8032,1.4228,736.8032,0.4306
736.9922,1.5333,736.9922,1.4263,736.9922,0.4303
737.1812,1.5301,737.1812,1.4258,737.1812,0.4316
737.3701,1.5304,737.3701,1.4224,737.3701,0.4316
737.5591,1.5272,737.5591,1.4209,737.5591,0.4322
737.748,1.5216,737.748,1.4296,737.748,0.4313
737.9369,1.5307,737.9369,1.428,737.9369,0.4321
738.1258,1.5258,738.1258,1.4274,738.1258,0.4317
738.3147,1.533,738.3147,1.4372,738.3147,0.4315
738.5036,1.5255,738.5036,1.4285,738.5036,0.4324
738.6925,1.5264,738.6925,1.4386,738.6925,0.4329
738.8813,1.5268,738.8813,1.4464,738.8813,0.4323
739.0701,1.528,739.0701,1.4385,739.0701,0.4332
739.2589,1.5187,739.2589,1.4473,739.2589,0.4333
739.4477,1.5231,739.4477,1.4406,739.4477,0.4356
739.6365,1.5239,739.6365,1.4407,739.6365,0.4351
739.8253,1.5217,739.8253,1.4414,739.8253,0.4327
740.014,1.5333,740.014,1.4429,740.014,0.4342
740.2028,1.5204,740.2028,1.4467,740.2028,0.435
740.3915,1.516,740.3915,1.442,740.3915,0.4348
740.5802,1.5214,740.5802,1.4419,740.5802,0.4343
740.7689,1.5226,740.7689,1.4522,740.7689,0.4341
740.9576,1.5261,740.9576,1.4503,740.9576,0.4361
741.1463,1.5138,741.1463,1.4496,741.1463,0.4356
741.3349,1.5114,741.3349,1.449,741.3349,0.4367
741.5235,1.5135,741.5235,1.456,741.5235,0.4376
741.7122,1.5164,741.7122,1.4472,741.7122,0.4371
741.9008,1.5111,741.9008,1.4596,741.9008,0.4386
742.0894,1.5125,742.0894,1.4568,742.0894,0.4383
742.2779,1.5085,742.2779,1.4551,742.2779,0.4361
742.4665,1.5081,742.4665,1.4553,742.4665,0.4357
742.655,1.511,742.655,1.4607,742.655,0.4366
742.8436,1.5058,742.8436,1.4572,742.8436,0.436
743.0321,1.4967,743.0321,1.4623,743.0321,0.4388
743.2206,1.5038,743.2206,1.4657,743.2206,0.4371
743.4091,1.4944,743.4091,1.4605,743.4091,0.4389
743.5976,1.5007,743.5976,1.4573,743.5976,0.4382
743.786,1.4973,743.786,1.4599,743.786,0.4393
743.9745,1.4996,743.9745,1.4665,743.9745,0.4391
744.1629,1.4939,744.1629,1.462,744.1629,0.4372
744.3513,1.4942,744.3513,1.4662,744.3513,0.4395
744.5397,1.501,744.5397,1.4546,744.5397,0.4389
744.7281,1.4953,744.7281,1.4735,744.7281,0.4402
744.9164,1.4922,744.9164,1.477,744.9164,0.4405
745.1048,1.4895,745.1048,1.4661,745.1048,0.4402
745.2931,1.4838,745.2931,1.4616,745.2931,0.4391
745.4815,1.4911,745.4815,1.4637,745.4815,0.4399
745.6698,1.4815,745.6698,1.4675,745.6698,0.4413
745.8581,1.4789,745.8581,1.4656,745.8581,0.4409
746.0463,1.4925,746.0463,1.4622,746.0463,0.4408
746.2346,1.4815,746.2346,1.4655,746.2346,0.4406
746.4229,1.4798,746.4229,1.4721,746.4229,0.4417
746.6111,1.477,746.6111,1.465,746.6111,0.443
746.7993,1.4834,746.7993,1.4642,746.7993,0.4415
746.9875,1.4761,746.9875,1.4599,746.9875,0.4424
747.1757,1.4694,747.1757,1.4646,747.1757,0.4417
747.3639,1.4787,747.3639,1.4735,747.3639,0.4409
747.552,1.4693,747.552,1.4704,747.552,0.4414
747.7402,1.4674,747.7402,1.4718,747.7402,0.4427
747.9283,1.4693,747.9283,1.471,747.9283,0.4418
748.1164,1.4754,748.1164,1.4722,748.1164,0.4432
748.3045,1.4645,748.3045,1.4677,748.3045,0.4439
748.4926,1.465,748.4926,1.4664,748.4926,0.4413
748.6807,1.4708,748.6807,1.4616,748.6807,0.4426
748.8687,1.4616,748.8687,1.4659,748.8687,0.4422
749.0568,1.459,749.0568,1.466,749.0568,0.4421
749.2448,1.4524,749.2448,1.4682,749.2448,0.4425
749.4328,1.457,749.4328,1.4677,749.4328,0.4423
749.6208,1.4471,749.6208,1.4608,749.6208,0.4427
749.8088,1.4461,749.8088,1.4663,749.8088,0.4435
749.9967,1.4531,749.9967,1.4625,749.9967,0.4421
750.1847,1.4425,750.1847,1.4706,750.1847,0.444
750.3726,1.4403,750.3726,1.4652,750.3726,0.4448
750.5606,1.4445,750.5606,1.4624,750.5606,0.4438
750.7485,1.4502,750.7485,1.4618,750.7485,0.4433
750.9363,1.4394,750.9363,1.4676,750.9363,0.4459
751.1242,1.4312,751.1242,1.4622,751.1242,0.4449
751.3121,1.4377,751.3121,1.4656,751.3121,0.4437
751.4999,1.4324,751.4999,1.4612,751.4999,0.4443
751.6878,1.4305,751.6878,1.4572,751.6878,0.4455
751.8756,1.4283,751.8756,1.4614,751.8756,0.4446
752.0634,1.4308,752.0634,1.4579,752.0634,0.4444
752.2512,1.4296,752.2512,1.4548,752.2512,0.4438
752.4389,1.4171,752.4389,1.4602,752.4389,0.4463
752.6267,1.4153,752.6267,1.4637,752.6267,0.4451
752.8144,1.4239,752.8144,1.4509,752.8144,0.446
753.0022,1.411,753.0022,1.4504,753.0022,0.445
753.1899,1.4098,753.1899,1.4524,753.1899,0.4444
753.3776,1.4122,753.3776,1.4615,753.3776,0.4464
753.5652,1.4088,753.5652,1.4522,753.5652,0.4469
753.7529,1.4022,753.7529,1.4554,753.7529,0.4473
753.9406,1.402,753.9406,1.4625,753.9406,0.447
754.1282,1.4054,754.1282,1.4556,754.1282,0.4443
754.3158,1.3948,754.3158,1.454,754.3158,0.4444
754.5034,1.3954,754.5034,1.449,754.5034,0.4461
754.691,1.3922,754.691,1.4444,754.691,0.4465
754.8786,1.3874,754.8786,1.4526,754.8786,0.4474
755.0661,1.3872,755.0661,1.4493,755.0661,0.4448
755.2537,1.3828,755.2537,1.4548,755.2537,0.4465
755.4412,1.3793,755.4412,1.4505,755.4412,0.4456
755.6287,1.3829,755.6287,1.4454,755.6287,0.4451
755.8162,1.3821,755.8162,1.4441,755.8162,0.4459
756.0037,1.3796,756.0037,1.4418,756.0037,0.4466
756.1912,1.37,756.1912,1.4434,756.1912,0.4464
756.3786,1.3726,756.3786,1.4421,756.3786,0.4469
756.5661,1.3658,756.5661,1.4445,756.5661,0.4475
756.7535,1.3703,756.7535,1.442,756.7535,0.4463
756.9409,1.3604,756.9409,1.4368,756.9409,0.4471
757.1283,1.3587,757.1283,1.4368,757.1283,0.4466
757.3157,1.3584,757.3157,1.4344,757.3157,0.4472
757.5031,1.3607,757.5031,1.4362,757.5031,0.4477
757.6904,1.3578,757.6904,1.4258,757.6904,0.4468
757.8777,1.3506,757.8777,1.4348,757.8777,0.4465
758.0651,1.3472,758.0651,1.4361,758.0651,0.4444
758.2524,1.3425,758.2524,1.4273,758.2524,0.4472
758.4397,1.3377,758.4397,1.4217,758.4397,0.4467
758.6269,1.3381,758.6269,1.4317,758.6269,0.4464
758.8142,1.3436,758.8142,1.4202,758.8142,0.4473
759.0014,1.3342,759.0014,1.4243,759.0014,0.4484
759.1887,1.3357,759.1887,1.4254,759.1887,0.445
759.3759,1.3233,759.3759,1.4245,759.3759,0.4462
759.5631,1.3275,759.5631,1.4198,759.5631,0.4484
759.7503,1.3231,759.7503,1.4303,759.7503,0.4473
759.9374,1.3146,759.9374,1.4164,759.9374,0.4477
760.1246,1.3152,760.1246,1.4219,760.1246,0.4474
760.3117,1.3175,760.3117,1.4155,760.3117,0.4459
760.4989,1.3098,760.4989,1.4094,760.4989,0.4476
760.686,1.3075,760.686,1.413,760.686,0.4476
760.8731,1.3079,760.8731,1.415,760.8731,0.4491
761.0601,1.3031,761.0601,1.4059,761.0601,0.4464
761.2472,1.3018,761.2472,1.4025,761.2472,0.4491
761.4342,1.2961,761.4342,1.3956,761.4342,0.4483
761.6213,1.2991,761.6213,1.4059,761.6213,0.4511
761.8083,1.2915,761.8083,1.3993,761.8083,0.4463
761.9953,1.2904,761.9953,1.3993,761.9953,0.4479
762.1823,1.2869,762.1823,1.3977,762.1823,0.4475
762.3693,1.2779,762.3693,1.3945,762.3693,0.4458
762.5562,1.2774,762.5562,1.3907,762.5562,0.4483
762.7432,1.2844,762.7432,1.3918,762.7432,0.4464
762.9301,1.2786,762.9301,1.3887,762.9301,0.4467
763.117,1.2654,763.117,1.389,763.117,0.4464
763.3039,1.275,763.3039,1.3978,763.3039,0.4471
763.4908,1.2646,763.4908,1.3927,763.4908,0.446
763.6776,1.2621,763.6776,1.3717,763.6776,0.4478
763.8645,1.2544,763.8645,1.3798,763.8645,0.4476
764.0513,1.2602,764.0513,1.3828,764.0513,0.4469
764.2382,1.2522,764.2382,1.3751,764.2382,0.4478
764.425,1.2499,764.425,1.3749,764.425,0.4474
764.6118,1.2405,764.6118,1.3693,764.6118,0.4461
764.7985,1.2421,764.7985,1.3705,764.7985,0.4478
764.9853,1.2435,764.9853,1.3693,764.9853,0.4474
765.172,1.2273,765.172,1.3633,765.172,0.4468
765.3588,1.2303,765.3588,1.3628,765.3588,0.447
765.5455,1.2252,765.5455,1.3684,765.5455,0.4477
765.7322,1.2265,765.7322,1.354,765.7322,0.4449
765.9189,1.2145,765.9189,1.3601,765.9189,0.4477
766.1055,1.2203,766.1055,1.3528,766.1055,0.4467
766.2922,1.2134,766.2922,1.3582,766.2922,0.4463
766.4788,1.2085,766.4788,1.3489,766.4788,0.4483
766.6655,1.2101,766.6655,1.3448,766.6655,0.4482
766.8521,1.2041,766.8521,1.3406,766.8521,0.446
767.0387,1.2042,767.0387,1.3366,767.0387,0.4475
767.2252,1.2034,767.2252,1.3364,767.2252,0.4484
767.4118,1.1968,767.4118,1.3377,767.4118,0.447
767.5983,1.1944,767.5983,1.333,767.5983,0.4476
767.7849,1.1928,767.7849,1.3266,767.7849,0.4467
767.9714,1.1846,767.9714,1.3287,767.9714,0.4473
768.1579,1.1839,768.1579,1.3268,768.1579,0.4474
768.3444,1.1821,768.3444,1.3276,768.3444,0.4481
768.5309,1.1755,768.5309,1.3247,768.5309,0.4463
768.7173,1.1752,768.7173,1.3272,768.7173,0.4475
768.9038,1.1744,768.9038,1.3177,768.9038,0.4453
769.0902,1.1745,769.0902,1.3253,769.0902,0.4475
769.2766,1.1685,769.2766,1.3172,769.2766,0.4463
769.463,1.1671,769.463,1.3101,769.463,0.4476
769.6494,1.1616,769.6494,1.3061,769.6494,0.446
769.8357,1.1534,769.8357,1.3171,769.8357,0.4474
770.0221,1.1572,770.0221,1.3102,770.0221,0.4462
770.2084,1.1536,770.2084,1.307,770.2084,0.4466
770.3947,1.1525,770.3947,1.3118,770.3947,0.4477
770.581,1.1539,770.581,1.3033,770.581,0.4478
770.7673,1.1466,770.7673,1.2999,770.7673,0.4471
770.9536,1.1427,770.9536,1.3025,770.9536,0.4489
771.1399,1.1385,771.1399,1.297,771.1399,0.4463
771.3261,1.1343,771.3261,1.2916,771.3261,0.4475
771.5123,1.1301,771.5123,1.2967,771.5123,0.4474
771.6986,1.127,771.6986,1.286,771.6986,0.4493
771.8848,1.1206,771.8848,1.2815,771.8848,0.4459
772.0709,1.1271,772.0709,1.2796,772.0709,0.4486
772.2571,1.1193,772.2571,1.2823,772.2571,0.4472
772.4433,1.1163,772.4433,1.2819,772.4433,0.4477
772.6294,1.1119,772.6294,1.2834,772.6294,0.4478
772.8155,1.1124,772.8155,1.2747,772.8155,0.4476
773.0016,1.1058,773.0016,1.2718,773.0016,0.4456
773.1877,1.104,773.1877,1.276,773.1877,0.4459
773.3738,1.0983,773.3738,1.271,773.3738,0.4462
773.5599,1.0977,773.5599,1.2664,773.5599,0.4482
773.7459,1.0929,773.7459,1.2613,773.7459,0.4477
773.9319,1.088,773.9319,1.2559,773.9319,0.449
774.1179,1.0953,774.1179,1.2652,774.1179,0.4484
774.3039,1.0829,774.3039,1.2568,774.3039,0.4451
774.4899,1.0809,774.4899,1.2508,774.4899,0.446
774.6759,1.0763,774.6759,1.2496,774.6759,0.4453
774.8619,1.0729,774.8619,1.2471,774.8619,0.4479
775.0478,1.0677,775.0478,1.2466,775.0478,0.4466
775.2337,1.0664,775.2337,1.2433,775.2337,0.447
775.4196,1.0644,775.4196,1.2457,775.4196,0.4478
775.6055,1.0624,775.6055,1.2397,775.6055,0.4464
775.7914,1.0548,775.7914,1.2317,775.7914,0.445
775.9773,1.0547,775.9773,1.2262,775.9773,0.4453
776.1631,1.0491,776.1631,1.2289,776.1631,0.4448
776.3489,1.0489,776.3489,1.2241,776.3489,0.4458
776.5347,1.0452,776.5347,1.2266,776.5347,0.4454
776.7206,1.0417,776.7206,1.2198,776.7206,0.4481
776.9063,1.0383,776.9063,1.2133,776.9063,0.446
777.0921,1.0343,777.0921,1.2155,777.0921,0.4468
777.2779,1.0361,777.2779,1.2112,777.2779,0.4464
777.4636,1.0262,777.4636,1.2107,777.4636,0.4463
777.6493,1.023,777.6493,1.201,777.6493,0.4457
777.835,1.022,777.835,1.2066,777.835,0.4447
778.0207,1.0206,778.0207,1.1993,778.0207,0.4452
778.2064,1.0182,778.2064,1.1952,778.2064,0.446
778.3921,1.0146,778.3921,1.1939,778.3921,0.4465
778.5777,1.0117,778.5777,1.1929,778.5777,0.4455
778.7633,1.009,778.7633,1.1913,778.7633,0.4467
778.949,1.0058,778.949,1.1896,778.949,0.4476
779.1346,1.0016,779.1346,1.1845,779.1346,0.4447
779.3202,0.995,779.3202,1.1826,779.3202,0.4438
779.5057,0.9925,779.5057,1.1791,779.5057,0.4453
779.6913,0.9887,779.6913,1.1676,779.6913,0.4459
779.8768,0.9931,779.8768,1.1701,779.8768,0.4464
780.0623,0.9848,780.0623,1.1663,780.0623,0.4464
780.2479,0.9829,780.2479,1.1664,780.2479,0.4449
780.4333,0.9778,780.4333,1.1654,780.4333,0.4445
780.6188,0.9722,780.6188,1.1648,780.6188,0.4467
780.8043,0.9682,780.8043,1.1553,780.8043,0.4446
780.9897,0.967,780.9897,1.1566,780.9897,0.4445
781.1752,0.9652,781.1752,1.1483,781.1752,0.4448
781.3606,0.964,781.3606,1.1506,781.3606,0.4464
781.546,0.9585,781.546,1.1446,781.546,0.4452
781.7314,0.9562,781.7314,1.144,781.7314,0.4457
781.9167,0.9519,781.9167,1.1448,781.9167,0.4446
782.1021,0.9498,782.1021,1.1343,782.1021,0.4429
782.2874,0.9497,782.2874,1.137,782.2874,0.443
782.4728,0.9395,782.4728,1.1361,782.4728,0.4455
782.6581,0.9365,782.6581,1.1315,782.6581,0.4425
782.8434,0.9379,782.8434,1.1233,782.8434,0.4462
783.0287,0.9343,783.0287,1.1205,783.0287,0.4455
783.2139,0.9315,783.2139,1.1218,783.2139,0.4436
783.3992,0.9283,783.3992,1.126,783.3992,0.4421
783.5844,0.9239,783.5844,1.1175,783.5844,0.4453
783.7696,0.9198,783.7696,1.1106,783.7696,0.4433
783.9548,0.9232,783.9548,1.11,783.9548,0.4444
784.14,0.9162,784.14,1.109,784.14,0.4435
784.3252,0.9108,784.3252,1.0996,784.3252,0.4451
784.5103,0.907,784.5103,1.099,784.5103,0.4436
784.6955,0.9082,784.6955,1.1009,784.6955,0.4434
784.8806,0.903,784.8806,1.0935,784.8806,0.4458
785.0657,0.8996,785.0657,1.0887,785.0657,0.4448
785.2508,0.8981,785.2508,1.0899,785.2508,0.4438
785.4359,0.8933,785.4359,1.0883,785.4359,0.443
785.6209,0.8894,785.6209,1.0816,785.6209,0.4435
785.806,0.8888,785.806,1.0802,785.806,0.4436
785.991,0.8828,785.991,1.0778,785.991,0.444
786.176,0.8858,786.176,1.0747,786.176,0.4436
786.361,0.8817,786.361,1.0684,786.361,0.4426
786.546,0.877,786.546,1.0704,786.546,0.4444
786.731,0.876,786.731,1.0704,786.731,0.4446
786.9159,0.874,786.9159,1.0626,786.9159,0.4423
787.1009,0.867,787.1009,1.0574,787.1009,0.442
787.2858,0.863,787.2858,1.0608,787.2858,0.4441
787.4707,0.8611,787.4707,1.0523,787.4707,0.4419
787.6556,0.8566,787.6556,1.0584,787.6556,0.444
787.8405,0.853,787.8405,1.0462,787.8405,0.443
788.0253,0.851,788.0253,1.0467,788.0253,0.4419
788.2102,0.8552,788.2102,1.0493,788.2102,0.4442
788.395,0.8453,788.395,1.0425,788.395,0.4418
788.5798,0.8413,788.5798,1.0379,788.5798,0.4431
788.7646,0.8373,788.7646,1.0332,788.7646,0.4425
788.9494,0.84,788.9494,1.0306,788.9494,0.4438
789.1342,0.8364,789.1342,1.0315,789.1342,0.4428
789.3189,0.8342,789.3189,1.0238,789.3189,0.443
789.5037,0.8268,789.5037,1.0185,789.5037,0.4432
789.6884,0.8239,789.6884,1.0199,789.6884,0.4421
789.8731,0.8218,789.8731,1.0152,789.8731,0.4428
790.0578,0.8194,790.0578,1.0135,790.0578,0.4415
790.2425,0.8155,790.2425,1.0107,790.2425,0.4422
790.4271,0.8123,790.4271,1.0069,790.4271,0.4412
790.6118,0.8097,790.6118,1.006,790.6118,0.4425
790.7964,0.8094,790.7964,1.0004,790.7964,0.4414
790.981,0.8065,790.981,0.9984,790.981,0.4407
791.1656,0.8021,791.1656,0.9964,791.1656,0.439
791.3502,0.801,791.3502,0.9912,791.3502,0.4414
791.5348,0.7944,791.5348,0.9902,791.5348,0.44
791.7193,0.7934,791.7193,0.9842,791.7193,0.4404
791.9039,0.7886,791.9039,0.9845,791.9039,0.4409
792.0884,0.7868,792.0884,0.9808,792.0884,0.4419
792.2729,0.784,792.2729,0.975,792.2729,0.4402
792.4574,0.7833,792.4574,0.9752,792.4574,0.4411
792.6419,0.7804,792.6419,0.9725,792.6419,0.4409
792.8263,0.7791,792.8263,0.9683,792.8263,0.4408
793.0108,0.7739,793.0108,0.9682,793.0108,0.4409
793.1952,0.7729,793.1952,0.9581,793.1952,0.4421
793.3796,0.7681,793.3796,0.9594,793.3796,0.4414
793.564,0.7667,793.564,0.9585,793.564,0.4393
793.7484,0.7659,793.7484,0.9513,793.7484,0.4404
793.9327,0.763,793.9327,0.9539,793.9327,0.4405
794.1171,0.7568,794.1171,0.9475,794.1171,0.4393
794.3014,0.7583,794.3014,0.9485,794.3014,0.4404
794.4858,0.7499,794.4858,0.9456,794.4858,0.4402
794.6701,0.75,794.6701,0.9372,794.6701,0.4397
794.8543,0.7483,794.8543,0.9348,794.8543,0.4375
795.0386,0.7446,795.0386,0.9311,795.0386,0.4394
795.2229,0.7409,795.2229,0.9306,795.2229,0.4396
795.4071,0.7369,795.4071,0.9297,795.4071,0.4395
795.5913,0.7351,795.5913,0.9261,795.5913,0.4384
795.7755,0.734,795.7755,0.9241,795.7755,0.439
795.9597,0.73,795.9597,0.9239,795.9597,0.4383
796.1439,0.7247,796.1439,0.9177,796.1439,0.4394
796.3281,0.7257,796.3281,0.9115,796.3281,0.4379
796.5122,0.7229,796.5122,0.9132,796.5122,0.4384
796.6964,0.7187,796.6964,0.9063,796.6964,0.4363
796.8805,0.7178,796.8805,0.9029,796.8805,0.4382
797.0646,0.7142,797.0646,0.9053,797.0646,0.4372
797.2487,0.7133,797.2487,0.8984,797.2487,0.4378
797.4327,0.7112,797.4327,0.8982,797.4327,0.4378
797.6168,0.7059,797.6168,0.8938,797.6168,0.4365
797.8008,0.7016,797.8008,0.8947,797.8008,0.4376
797.9849,0.7019,797.9849,0.8915,797.9849,0.4374
798.1689,0.7,798.1689,0.888,798.1689,0.4394
798.3529,0.697,798.3529,0.8841,798.3529,0.4371
798.5368,0.6919,798.5368,0.8825,798.5368,0.4365
798.7208,0.6907,798.7208,0.8795,798.7208,0.4357
798.9047,0.6896,798.9047,0.8739,798.9047,0.4381
799.0887,0.6859,799.0887,0.8746,799.0887,0.4358
799.2726,0.6806,799.2726,0.8699,799.2726,0.4371
799.4565,0.6844,799.4565,0.8692,799.4565,0.4397
799.6404,0.6796,799.6404,0.8652,799.6404,0.4373
799.8242,0.6765,799.8242,0.864,799.8242,0.4387
800.0081,0.674,800.0081,0.8601,800.0081,0.4372
800.1919,0.6721,800.1919,0.8551,800.1919,0.4357
800.3757,0.6672,800.3757,0.8537,800.3757,0.4375
800.5595,0.6672,800.5595,0.847,800.5595,0.4377
800.7433,0.6631,800.7433,0.8494,800.7433,0.4364
800.9271,0.6603,800.9271,0.8462,800.9271,0.4375
801.1109,0.6578,801.1109,0.8421,801.1109,0.4363
801.2946,0.6559,801.2946,0.8401,801.2946,0.4347
801.4783,0.6544,801.4783,0.8361,801.4783,0.4338
801.662,0.652,801.662,0.8329,801.662,0.4367
801.8457,0.6458,801.8457,0.8348,801.8457,0.4368
802.0294,0.6472,802.0294,0.8289,802.0294,0.4337
802.2131,0.6442,802.2131,0.8263,802.2131,0.4353
802.3967,0.6422,802.3967,0.8237,802.3967,0.4333
802.5804,0.6406,802.5804,0.8227,802.5804,0.4343
802.764,0.6355,802.764,0.818,802.764,0.4352
802.9476,0.6337,802.9476,0.8158,802.9476,0.434
803.1312,0.6319,803.1312,0.8101,803.1312,0.4335
803.3147,0.6291,803.3147,0.8091,803.3147,0.4317
803.4983,0.6253,803.4983,0.8051,803.4983,0.4338
803.6818,0.6263,803.6818,0.8056,803.6818,0.4338
803.8653,0.6242,803.8653,0.8016,803.8653,0.4341
804.0488,0.621,804.0488,0.7989,804.0488,0.4321
804.2323,0.6175,804.2323,0.7962,804.2323,0.433
804.4158,0.6168,804.4158,0.795,804.4158,0.4341
804.5993,0.615,804.5993,0.7941,804.5993,0.4332
804.7827,0.6128,804.7827,0.79,804.7827,0.4317
804.9661,0.609,804.9661,0.7879,804.9661,0.4342
805.1496,0.6065,805.1496,0.7825,805.1496,0.4322
805.333,0.6026,805.333,0.7791,805.333,0.4328
805.5163,0.603,805.5163,0.7752,805.5163,0.4343
805.6997,0.6015,805.6997,0.7751,805.6997,0.4324
805.883,0.5971,805.883,0.7744,805.883,0.4309
806.0664,0.5949,806.0664,0.7735,806.0664,0.4315
806.2497,0.5935,806.2497,0.7684,806.2497,0.4305
806.433,0.5929,806.433,0.7661,806.433,0.4314
806.6163,0.5893,806.6163,0.7615,806.6163,0.4314
806.7996,0.5868,806.7996,0.7588,806.7996,0.4308
806.9828,0.5824,806.9828,0.7588,806.9828,0.4309
807.1661,0.5838,807.1661,0.7563,807.1661,0.4297
807.3493,0.581,807.3493,0.7526,807.3493,0.4295
807.5325,0.5779,807.5325,0.7485,807.5325,0.4307
807.7157,0.5761,807.7157,0.7482,807.7157,0.4319
807.8989,0.5733,807.8989,0.7445,807.8989,0.4303
808.082,0.5723,808.082,0.7407,808.082,0.4306
808.2652,0.5694,808.2652,0.7388,808.2652,0.4296
808.4483,0.5673,808.4483,0.7392,808.4483,0.43
808.6314,0.5647,808.6314,0.7391,808.6314,0.4296
808.8145,0.5641,808.8145,0.733,808.8145,0.4285
808.9976,0.5616,808.9976,0.7269,808.9976,0.4305
809.1807,0.5596,809.1807,0.7294,809.1807,0.4292
809.3637,0.5559,809.3637,0.7261,809.3637,0.4276
809.5467,0.5544,809.5467,0.7192,809.5467,0.4297
809.7298,0.5497,809.7298,0.7179,809.7298,0.4282
809.9128,0.5506,809.9128,0.7205,809.9128,0.4311
810.0957,0.5468,810.0957,0.7157,810.0957,0.4293
810.2787,0.5449,810.2787,0.71,810.2787,0.4288
810.4617,0.5438,810.4617,0.7089,810.4617,0.4271
810.6446,0.5446,810.6446,0.7058,810.6446,0.4283
810.8275,0.5408,810.8275,0.7037,810.8275,0.4255
811.0105,0.5384,811.0105,0.7003,811.0105,0.428
811.1933,0.5338,811.1933,0.7009,811.1933,0.4286
811.3762,0.5337,811.3762,0.6967,811.3762,0.4267
811.5591,0.5333,811.5591,0.6953,811.5591,0.4289
811.7419,0.5283,811.7419,0.691,811.7419,0.4257
811.9248,0.5275,811.9248,0.6908,811.9248,0.4266
812.1076,0.5255,812.1076,0.6866,812.1076,0.4263
812.2904,0.5224,812.2904,0.6857,812.2904,0.4267
812.4732,0.5229,812.4732,0.6804,812.4732,0.425
812.6559,0.5197,812.6559,0.6814,812.6559,0.4245
812.8387,0.5175,812.8387,0.6784,812.8387,0.4256
813.0214,0.5144,813.0214,0.6773,813.0214,0.4266
813.2041,0.514,813.2041,0.6719,813.2041,0.4241
813.3868,0.51,813.3868,0.6719,813.3868,0.4245
813.5695,0.5103,813.5695,0.6673,813.5695,0.4241
813.7522,0.5074,813.7522,0.6672,813.7522,0.4238
813.9348,0.507,813.9348,0.6627,813.9348,0.4236
